#lD,,Make,Model,Bodywork,Operator,Chassis ID,Lifespan Expiry Date,Road Tax Expiry Date ,Livery,Notes,Depot,Svc,Batch,Gearbox model,EDS model,Chair model,Door model,Air Con model,Advertisement Override,Registration Date
88,H,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000218,16Jul2026,16Jul2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,17Jul2009
89,E,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000219,16Jul2026,16Jul2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,17Jul2009
90,A,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000220,28Jul2026,24Jul2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,29Jul2009
91,Y,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000221,16Jul2026,16Jul2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,Mobitec MobiLED,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,17Jul2009
92,U,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000222,16Jul2026,16Jul2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,17Jul2009
93,S,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000223,16Jul2026,16Jul2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,17Jul2009
94,P,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000224,16Jul2026,16Jul2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,17Jul2009
95,L,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000225,16Jul2026,16Jul2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,17Jul2009
96,J,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000226,16Jul2026,16Jul2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,17Jul2009
97,G,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000227,16Jul2026,16Jul2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,17Jul2009
98,D,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000228,28Jul2026,24Jul2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,29Jul2009
99,B,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000229,28Jul2026,24Jul2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,29Jul2009
100,E,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000230,28Jul2026,24Jul2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,29Jul2009
101,C,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000231,28Jul2026,24Jul2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,29Jul2009
102,A,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000232,28Jul2026,24Jul2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,29Jul2009
103,Y,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000233,28Jul2026,24Jul2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,29Jul2009
104,U,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000234,28Jul2026,24Jul2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,29Jul2009
105,S,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000235,28Jul2026,24Jul2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,29Jul2009
106,P,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000236,28Jul2026,24Jul2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,29Jul2009
107,L,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000237,28Jul2026,24Jul2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,29Jul2009
108,J,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000238,12Aug2026,12Aug2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,13Aug2009
109,G,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000239,12Aug2026,12Aug2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,13Aug2009
110,B,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000240,12Aug2026,12Aug2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,13Aug2009
111,Z,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000241,12Aug2026,12Aug2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,13Aug2009
112,X,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000242,12Aug2026,12Aug2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,13Aug2009
113,T,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000243,17Sep2026,17Sep2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,18Sep2009
114,R,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000244,17Sep2026,17Sep2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,18Sep2009
115,M,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000245,17Sep2026,17Sep2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,18Sep2009
116,K,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000246,17Sep2026,17Sep2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,18Sep2009
117,H,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000247,17Sep2026,17Sep2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,18Sep2009
118,E,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000248,17Sep2026,17Sep2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,18Sep2009
119,C,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000249,17Sep2026,17Sep2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,18Sep2009
120,Y,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000250,17Sep2026,17Sep2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,18Sep2009
121,U,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000251,17Sep2026,17Sep2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,18Sep2009
122,S,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000252,17Sep2026,17Sep2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,18Sep2009
123,P,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000253,17Sep2026,17Sep2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,18Sep2009
124,L,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000254,21Sep2026,21Sep2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,22Sep2009
125,J,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000255,21Sep2026,21Sep2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,22Sep2009
126,G,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000256,21Sep2026,21Sep2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,22Sep2009
127,D,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000257,21Sep2026,21Sep2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,22Sep2009
128,B,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000258,30Sep2026,30Sep2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,01Oct2009
129,Z,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000259,30Sep2026,30Sep2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,01Oct2009
130,T,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000260,30Sep2026,30Sep2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,01Oct2009
131,R,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000261,30Sep2026,30Sep2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,01Oct2009
132,M,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000262,30Sep2026,30Sep2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,01Oct2009
133,K,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000263,30Sep2026,30Sep2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,01Oct2009
134,H,Mercedes Benz,OC500LE,Gemilang,SMRT Buses,WEB63442021000264,30Sep2026,30Sep2020,Land Transport Authority (LTA)'s Lush Green livery,Refurbished,,,2,ZF Ecomat II 6HP 592C,LAWO Benefit,Vogelsitze System 750/3,SMC Transit,Denso LD8u,,01Oct2009
135,E,Yutong,ZK6126HGC,Yutong Integral,SMRT Buses,LZYTAGE6681024944,19Aug2026,Unknown,SMRT Buses (Stripe) Livery,Demonstrator: Failed; Sold to Bedok Transport; Re-registered as PC194T; Re-registered as PH8811S,KJDEP,188/530*/941*/945* (R),Demo,ZF Ecomat II 6HP 504C,Tongda TD-05-R,Unknown,Unknown,Unknown,,20Aug2009
136,C,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323118999,09Mar2027,07Aug2020,SMRT Buses (Stripe) Livery,Demonstrator: Passed,AMDEP,TRG,Demo,ZF Ecomat IV 6HP 504C,Gorba Imotion,City Star Eco,Bode,Konvekta P700,,10Mar2010
137,A,ZhongTong,LCK6121GHEV,Zhongtong Bus Integral Bodywork,SMRT Buses,LDYHCS2D8A0002091,02Jan2028,Unknown,SMRT Buses (Stripe) Livery,Demonstrator: Failed; Sold to Travel GSH; Re-registered as PC2086J,AMDEP,854 (R),Demo,Eaton UltraShift F0-6406A-ASW,Mobitec MobiLED,Vogelsitze System 750/3,Unknown,ZhongTong,,03Jan2011
138,Y,MAN,NL323F,MCV Evolution,SMRT Buses,WMAA22ZZ1A7000550,18Dec2027,,SMRT Buses (Stripe) Livery,Demonstrator: Passed; Sold to Carbridge Australia; Registered as M/O 5241 (88); Re-registered as CVL 3187 (88),WLDEP,963 (R),Demo,ZF 6A2000B,Hanover,Vogelsitze System 750/3,Ventura,Denso LD8i,,19Dec2010
139,U,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323120694,12Mar2028,10Aug2020,SMRT Buses (Stripe) Livery,,,,1,ZF EcoLife 6 AP 1200 B,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,13Mar2011
140,P,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323120695,10Mar2028,10Aug2020,SMRT Buses (Pixel) Livery,,,,1,ZF EcoLife 6 AP 1200 B,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,11Mar2011
141,L,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323120696,17Mar2028,17Aug2020,SMRT Buses (Stripe) Livery,,,,1,ZF EcoLife 6 AP 1200 B,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,18Mar2011
142,J,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323120697,17Mar2028,17Aug2020,SMRT Buses (Stripe) Livery,,,,1,ZF EcoLife 6 AP 1200 B,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,18Mar2011
143,G,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323120698,17Mar2028,17Aug2020,SMRT Buses (Stripe) Livery,,,,1,ZF EcoLife 6 AP 1200 B,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,18Mar2011
144,D,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323120699,17Mar2028,17Aug2020,SMRT Buses (Stripe) Livery,,,,1,ZF EcoLife 6 AP 1200 B,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,18Mar2011
145,B,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323120700,17Mar2028,17Aug2020,SMRT Buses (Stripe) Livery,,,,1,ZF EcoLife 6 AP 1200 B,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,18Mar2011
146,Z,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323120701,17Mar2028,17Aug2020,SMRT Buses (Stripe) Livery,,,,1,ZF EcoLife 6 AP 1200 B,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,18Mar2011
147,X,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323120702,17Mar2028,17Aug2020,SMRT Buses (Stripe) Livery,,,,1,ZF EcoLife 6 AP 1200 B,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,18Mar2011
148,T,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323120703,05May2028,05Nov2020,SMRT Buses (Stripe) Livery,,,,1,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,06May2011
149,R,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122683,06Oct2028,06Oct2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,07Oct2011
150,K,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122684,11Oct2028,11Oct2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,12Oct2011
151,H,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122685,11Oct2028,11Oct2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,12Oct2011
152,E,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122688,11Oct2028,11Oct2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,12Oct2011
153,C,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122690,11Oct2028,11Oct2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,12Oct2011
154,A,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122691,19Oct2028,19Oct2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,20Oct2011
155,Y,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122692,19Oct2028,19Oct2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,20Oct2011
156,U,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122693,19Oct2028,19Oct2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,20Oct2011
157,S,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122694,19Oct2028,19Oct2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,20Oct2011
158,P,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122697,20Oct2028,20Oct2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,21Oct2011
159,L,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122699,19Oct2028,19Oct2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,20Oct2011
160,G,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122687,20Oct2028,20Oct2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,21Oct2011
161,D,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122686,20Oct2028,19Oct2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,21Oct2011
162,B,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122696,27Oct2028,27Oct2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,28Oct2011
163,Z,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122698,27Oct2028,27Oct2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,28Oct2011
164,X,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122700,27Oct2028,27Oct2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,28Oct2011
165,T,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122702,27Oct2028,27Oct2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,28Oct2011
166,R,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122703,27Oct2028,27Oct2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,28Oct2011
167,M,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122704,27Oct2028,27Oct2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,28Oct2011
168,K,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122705,27Oct2028,27Oct2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,28Oct2011
169,H,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122706,27Oct2028,27Oct2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,28Oct2011
170,C,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122708,02Nov2028,02Nov2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,03Nov2011
171,A,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122707,02Nov2028,02Nov2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,03Nov2011
172,Y,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122711,02Nov2028,02Nov2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,03Nov2011
173,U,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122713,29Nov2028,29Nov2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,30Nov2011
174,S,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122714,02Nov2028,02Nov2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,03Nov2011
175,P,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122715,08Nov2028,08Nov2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,09Nov2011
176,L,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122701,08Nov2028,08Nov2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,09Nov2011
177,J,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122716,08Nov2028,08Nov2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,09Nov2011
178,G,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122718,08Nov2028,08Nov2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,09Nov2011
179,D,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122709,17Nov2028,17Nov2020,SMRT Buses (Pixel) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,18Nov2011
180,Z,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122689,17Nov2028,17Nov2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,18Nov2011
181,X,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122695,17Nov2028,17Nov2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,18Nov2011
182,T,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122548,17Nov2028,17Nov2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,18Nov2011
183,R,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122721,17Nov2028,17Nov2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,18Nov2011
184,M,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122712,17Nov2028,17Nov2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,18Nov2011
185,K,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323122717,23Nov2028,23Nov2020,SMRT Buses (Stripe) Livery,,,,2,Voith DIWA 854.5,LAWO Benefit,City Star Eco,Bode,Konvekta P800,,24Nov2011
