#ID,,Make,Model,Bodywork,Operator,Chassis ID,Lifespan Expiry Date,Road Tax Expiry Date ,Livery,Notes,Depot,Svc,Batch,Gearbox model,EDS model,Chair model,Door model,Air Con model,Advertisement Override,Registration Date
1131,A,,,,,,,,,,,,,,,,,,,
1132,Y,,,,,,,,,,,,,,,,,,,
1133,U,,,,,,,,,,,,,,,,,,,
1134,S,,,,,,,,,,,,,,,,,,,
1135,P,,,,,,,,,,,,,,,,,,,
1136,L,,,,,,,,,,,,,,,,,,,
1137,J,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1138,G,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1139,D,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1140,Z,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1141,X,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1142,T,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1143,R,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1144,M,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1145,K,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1146,H,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1147,E,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1148,C,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1149,A,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1150,U,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1151,S,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1152,P,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1153,L,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1154,J,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1155,G,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1156,D,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1157,B,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1158,Z,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1159,X,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1160,R,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1161,M,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1162,K,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1163,H,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1164,E,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1165,C,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1166,A,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1167,Y,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1168,U,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1169,S,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1170,L,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1171,J,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1172,G,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1173,D,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1174,B,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1175,Z,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1176,X,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1177,T,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1178,R,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1179,M,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1180,H,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1181,E,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1182,C,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1183,A,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1184,Y,Leyland Ashok,Comet ALCOP 3/1,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1185,U,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1186,S,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1187,P,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1188,L,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1189,J,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1190,D,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1191,B,Albion,Viking EVK41L,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1192,Z,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1193,X,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1194,T,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1195,R,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1196,M,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1197,K,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1198,H,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1199,E,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1200,J,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1201,G,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1202,D,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1203,B,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1204,Z,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1205,X,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1206,T,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1207,R,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1208,M,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1209,K,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1210,E,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1211,C,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1212,A,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1213,Y,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1214,U,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1215,S,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1216,P,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1217,L,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1218,J,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1219,G,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1220,B,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1221,Z,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1222,X,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1223,T,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1224,R,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1225,M,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1226,K,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1227,H,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1228,E,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1229,C,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1230,Y,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1231,U,Albion,Viking EVK41UL,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1232,S,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1233,P,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1234,L,,,,,,,,,,,,,,,,,,,
1235,J,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1236,G,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1237,D,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1238,B,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1239,Z,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1240,T,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1241,R,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1242,M,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1243,K,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1244,H,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1245,E,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1246,C,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1247,A,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1248,Y,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1249,U,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1250,P,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1251,L,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1252,J,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1253,G,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1254,D,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1255,B,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1256,Z,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1257,X,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1258,T,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1259,R,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1260,K,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1261,H,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1262,E,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1263,C,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1264,A,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1265,Y,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1266,U,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1267,S,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1268,P,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1269,L,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1270,G,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1271,D,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1272,B,Mercedes Benz,LP1113,Unknown,Singapore Bus Services,Unknown,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
